日期,药品类型,销售额
2016-07-01,中成药,3575.62
2020-02-07,中成药,3768.2
2020-10-21,中成药,2900.4
2017-10-21,西药,1836.74
2015-10-15,中成药,3836.24
2019-04-08,西药,3248.76
2016-01-13,中成药,2298.34
2016-10-18,西药,1459.08
2014-12-19,西药,4959.84
2014-05-24,西药,3170.58
2015-04-12,西药,3102.76
2018-04-27,中成药,2770.18
2022-06-07,中成药,1544.22
2021-09-09,中成药,4508.48
2015-04-22,西药,4657.65
2017-12-24,西药,1904.5
2014-02-23,中成药,2641.53
2021-02-17,西药,1722.63
2014-07-18,中成药,4433.65
2020-10-29,中成药,3912.47
2019-10-15,中成药,2459.29
2018-12-16,中成药,3691.06
2021-07-25,中成药,3114.83
2015-06-15,中成药,4494.71
2017-06-22,中成药,3961.9
2021-02-13,中成药,2217.96
2019-12-17,西药,4831.78
2019-10-22,中成药,3702.65
2017-02-19,西药,2122.73
2019-07-02,西药,4582.76
2015-05-16,中成药,1740.53
2018-03-16,西药,3440.03
2018-01-28,中成药,4355.99
2016-02-04,中成药,4212.1
2019-11-11,中成药,1650.64
2016-10-07,中成药,4853.58
2022-07-28,西药,4406.15
2022-02-01,中成药,2787.5
2021-08-31,西药,3861.29
2016-04-11,中成药,4677.57
2014-08-16,西药,2970.5
2019-08-17,西药,3307.52
2020-01-27,中成药,1290.94
2021-07-26,中成药,3555.85
2015-12-24,西药,1708.6
2019-01-06,中成药,1200.97
2019-10-20,西药,4066.11
2022-07-04,西药,2402.84
2019-03-07,西药,4306.2
2014-11-22,西药,3148.43
2017-09-18,西药,2486.96
2023-05-27,中成药,2571.36
2018-02-17,中成药,3930.8
2019-04-08,中成药,4884.6
2022-09-21,中成药,3656.05
2018-03-09,西药,1307.92
2023-10-08,中成药,2945.77
2016-06-08,中成药,2018.68
2020-06-03,中成药,2476.54
2022-03-31,中成药,4424.61
2019-06-12,西药,3199.47
2018-04-26,中成药,3821.84
2023-08-09,中成药,3017.05
2023-01-08,西药,4162.05
2023-01-18,中成药,4746.28
2019-08-26,西药,4783.7
2018-12-29,中成药,2949.06
2023-09-12,西药,2936.74
2016-03-31,西药,4368.13
2014-03-28,西药,1905.98
2019-02-28,西药,1466.33
2018-04-25,中成药,3520.99
2016-11-15,中成药,4191.66
2014-06-17,西药,1162.92
2023-03-07,西药,4271.85
2023-12-16,西药,1093.73
2016-12-02,西药,3109.6
2021-05-05,西药,3779.88
2016-02-03,中成药,2139.49
2014-07-19,西药,4018.17
2020-07-28,中成药,1495.38
2022-12-10,中成药,3218.48
2015-01-10,西药,3496.95
2014-11-02,西药,4197.64
2015-10-13,西药,4744.85
2023-05-29,中成药,3012.29
2019-10-18,中成药,2434.49
2019-03-04,中成药,4283.92
2014-05-22,西药,1375.93
2021-05-01,中成药,3133.29
2023-04-12,西药,2813.66
2021-07-22,中成药,1455.86
2023-04-01,西药,2798.33
2020-06-10,西药,2688.77
2018-03-24,西药,1061.58
2019-06-19,中成药,1334.1
2016-01-03,西药,1192.85
2018-12-06,西药,3283.51
2021-09-18,西药,1228.01
2018-05-13,西药,2415.16
2019-02-14,中成药,4617.44
2022-03-13,西药,4729.07
2021-10-14,中成药,3002.48
2021-04-15,中成药,2619.87
2021-03-30,西药,1737.21
2018-01-10,西药,3406.22
2014-06-24,中成药,2498.45
2022-11-11,西药,4875.78
2015-07-06,中成药,4535.14
2022-06-30,中成药,1361.68
2020-05-30,西药,2193.09
2016-06-16,西药,1339.17
2023-02-18,中成药,2382.51
2023-03-03,中成药,3647.44
2019-02-12,中成药,3647.65
2019-03-09,西药,2855.93
2015-07-02,中成药,1922.68
2014-04-18,中成药,3848.72
2014-03-24,中成药,1361.16
2016-12-12,西药,4303.91
2021-02-26,西药,4537.37
2016-02-21,中成药,4122.1
2016-05-29,西药,3191.84
2022-05-10,西药,4623.65
2014-12-27,西药,1724.93
2018-05-26,西药,3775.8
2016-02-03,西药,2229.16
2015-06-25,中成药,4145.38
2023-11-24,中成药,4789.71
2019-05-22,西药,3185.83
2017-10-09,西药,2162.02
2018-05-26,中成药,1717.01
2022-11-14,西药,1507.49
2017-09-09,中成药,4854.0
2015-05-23,中成药,3822.3
2018-03-02,中成药,1453.21
2018-06-25,西药,3142.63
2019-04-17,中成药,1423.5
2019-06-07,中成药,2225.73
2019-06-18,中成药,2349.82
2023-08-02,中成药,1155.2
2021-11-14,中成药,4942.4
2014-11-18,西药,2309.99
2014-03-17,西药,1958.25
2017-02-08,西药,3049.46
2018-06-25,中成药,3893.77
2016-07-23,西药,3903.92
2018-08-24,中成药,4552.47
2019-08-02,中成药,4074.33
2017-06-19,中成药,3707.29
2014-02-01,中成药,4314.95
2022-06-05,西药,1129.88
2019-04-01,中成药,4294.49
2022-08-01,西药,3552.9
2014-01-01,中成药,2498.16
2017-03-27,西药,2944.0
2017-01-11,西药,4851.24
2019-11-10,西药,2566.97
2016-02-22,西药,2694.95
2022-04-10,西药,1643.44
2019-09-05,西药,2608.11
2018-12-13,西药,1348.07
2018-11-11,西药,1548.59
2017-03-20,中成药,3374.64
2015-11-13,西药,3526.24
2023-04-20,中成药,2593.92
2018-03-13,中成药,3594.02
2021-04-26,西药,3150.16
2022-08-18,中成药,2941.07
2021-12-15,西药,4944.71
2018-02-16,西药,2336.2
2020-12-01,西药,1339.87
2015-11-30,中成药,2723.55
2018-10-12,西药,3427.39
2021-04-24,西药,4793.48
2019-05-10,中成药,1157.08
2014-01-25,西药,1739.42
2017-04-12,西药,2383.51
2022-06-27,西药,1290.09
2018-05-10,中成药,1441.73
2023-06-22,西药,2647.79
2020-07-04,西药,3035.58
2019-12-31,西药,1284.62
2017-05-22,西药,4479.88
2016-09-05,中成药,3570.26
2015-09-09,中成药,1852.42
2019-07-01,中成药,3566.02
2020-10-09,西药,3966.51
2016-02-05,西药,3441.34
2021-07-30,中成药,1653.42
2017-09-03,西药,2516.38
2020-09-22,西药,1781.83
2021-09-30,西药,3513.39
2022-09-15,西药,3694.44
2017-02-02,西药,2721.71
2023-03-02,西药,3963.53
2014-06-13,中成药,3217.42
2015-08-09,中成药,3467.71
2017-09-01,西药,3063.45
2020-07-11,西药,1389.47
2014-11-11,中成药,1146.73
2017-12-07,中成药,4570.23
2022-11-08,西药,1282.2
2020-05-15,西药,4396.39
2017-08-29,中成药,3852.83
2016-01-31,西药,4737.74
2021-10-01,西药,1422.6
2023-11-09,西药,4789.23
2015-04-13,中成药,1686.72
2021-09-03,中成药,1159.19
2019-02-26,中成药,2971.28
2023-10-13,中成药,4734.37
2022-01-13,中成药,4252.57
2020-07-21,西药,4621.2
2018-12-01,西药,1701.97
2020-06-09,西药,3381.47
2017-04-04,中成药,2785.68
2019-05-07,西药,2936.08
2021-12-09,西药,1654.92
2018-12-18,中成药,1998.68
2018-05-15,中成药,2231.18
2016-04-17,西药,2218.72
2022-03-05,中成药,4165.24
2015-03-20,中成药,3610.98
2022-02-10,中成药,1981.82
2015-09-05,中成药,2678.91
2018-02-07,中成药,1629.09
2021-01-09,中成药,3236.87
2016-10-25,中成药,2849.18
2018-07-30,西药,1625.91
2018-12-06,中成药,1564.89
2021-08-06,西药,1542.65
2015-02-19,西药,2808.87
2019-09-04,西药,3599.15
2021-07-01,中成药,2317.52
2016-08-04,西药,1816.14
2014-04-08,西药,2396.84
2017-06-03,中成药,4922.96
2018-12-19,西药,4482.68
2019-09-17,西药,4949.34
2021-12-12,西药,1353.59
2014-11-17,西药,2288.32
2015-03-26,西药,1342.03
2021-04-28,西药,3771.64
2022-01-10,西药,2690.75
2022-03-26,中成药,4915.79
2020-12-02,中成药,2744.98
2023-11-25,西药,2769.57
2019-03-10,中成药,1474.84
2023-11-28,中成药,3452.68
2020-10-29,西药,3401.01
2014-06-16,西药,1464.29
2014-04-01,西药,1453.89
2015-02-20,西药,2809.76
2015-10-23,西药,1638.18
2021-08-26,中成药,4714.22
2021-10-16,西药,1627.04
2018-07-17,中成药,2935.96
2020-08-28,中成药,1276.15
2021-07-18,中成药,1533.14
2015-08-21,西药,4486.15
2015-09-06,西药,2096.86
2022-04-28,中成药,3206.85
2023-01-07,西药,1196.59
2023-08-08,中成药,2118.7
2015-01-19,中成药,4049.83
2014-03-04,西药,2708.43
2023-08-03,西药,4067.07
2017-02-25,中成药,3050.67
2021-09-12,西药,4040.14
2016-01-25,中成药,3431.62
2019-02-21,中成药,2086.53
2017-02-05,中成药,4570.09
2016-03-18,西药,3677.95
2019-07-20,中成药,4293.09
2021-03-07,中成药,3869.05
2019-06-10,西药,3837.76
2016-06-01,中成药,1600.19
2022-01-07,中成药,1575.5
2019-10-12,中成药,2231.08
2016-03-10,中成药,1342.63
2016-10-22,中成药,2833.2
2015-07-04,中成药,4118.34
2016-06-20,西药,2186.14
2017-12-28,西药,3652.19
2020-01-29,西药,1962.68
2022-10-03,中成药,4962.57
2015-01-22,西药,2589.15
2016-02-20,西药,1947.48
2023-11-01,中成药,4120.34
2015-05-15,西药,2784.02
2019-09-28,西药,3921.0
2021-11-07,西药,3730.68
2014-07-08,西药,1093.09
2016-05-16,中成药,3108.17
2016-04-02,西药,4021.08
2015-01-22,中成药,1509.95
2016-10-12,西药,3261.32
2016-11-14,西药,3538.33
2021-04-13,中成药,1571.26
2023-09-08,西药,1730.5
2015-01-10,中成药,4625.89
2020-06-12,西药,3594.99
2021-07-10,西药,2335.11
2014-07-17,中成药,2363.21
2022-05-01,中成药,1973.87
2020-11-15,中成药,3667.71
2017-04-02,中成药,3691.87
2017-07-21,西药,4101.38
2020-05-09,中成药,4783.0
2023-08-31,中成药,4598.45
2015-05-30,西药,4315.66
2019-11-14,中成药,4487.65
2017-01-17,西药,2875.07
2020-07-29,中成药,4637.72
2017-10-04,西药,4125.29
2017-08-24,西药,3711.25
2014-11-16,西药,2509.14
2019-03-22,西药,3455.88
2022-07-24,中成药,2349.91
2021-11-17,中成药,4640.78
2021-03-27,中成药,2841.42
2019-09-30,中成药,1102.76
2016-10-11,西药,3616.7
2014-10-14,中成药,2586.17
2014-11-28,西药,1948.91
2016-10-25,西药,2647.06
2018-07-13,西药,2856.95
2019-10-14,西药,3920.89
2020-08-21,中成药,4054.06
2023-12-26,西药,2971.13
2020-03-10,西药,3308.47
2022-10-11,中成药,1191.13
2014-03-12,西药,2007.13
2022-02-18,中成药,2644.51
2020-06-16,中成药,3384.2
2022-11-26,中成药,2897.81
2018-09-20,西药,3860.4
2021-05-21,中成药,3872.06
2014-11-10,西药,3989.88
2021-06-15,西药,1796.37
2021-08-21,中成药,4647.27
2023-09-02,中成药,3708.38
2014-09-05,中成药,2854.79
2015-03-12,西药,2082.98
2017-11-09,中成药,2995.58
2015-01-09,中成药,2535.56
2016-07-10,中成药,2757.62
2019-02-17,西药,2644.79
2023-01-26,中成药,4273.44
2018-12-17,西药,4496.29
2017-10-01,中成药,4851.07
2020-05-11,中成药,3820.16
2015-12-18,西药,3667.46
2017-10-18,中成药,4227.86
2022-01-31,中成药,1396.58
2022-02-22,中成药,3721.0
2019-09-11,中成药,4830.53
2022-11-18,西药,2534.44
2015-09-02,中成药,3618.04
2020-12-05,中成药,4731.47
2014-10-01,中成药,1454.23
2017-02-18,中成药,2928.16
2021-05-24,西药,4866.94
2016-03-23,西药,3760.02
2020-09-06,中成药,1816.35
2021-10-26,西药,4873.31
2015-05-02,西药,1859.76
2018-02-21,西药,2495.68
2019-07-22,西药,1160.56
2014-01-07,中成药,4329.77
2023-06-06,西药,2432.88
2014-05-18,西药,3006.07
2015-03-31,西药,2518.77
2018-11-24,中成药,1780.67
2016-04-13,西药,4722.38
2014-06-18,中成药,4421.84
2019-01-14,中成药,4205.78
2017-05-15,西药,4521.26
2018-05-20,西药,3012.53
2022-02-15,西药,3930.45
2014-01-11,中成药,3447.41
2014-09-11,中成药,4643.71
2022-05-06,中成药,1819.92
2018-11-06,西药,4236.09
2016-07-14,西药,4263.79
2017-05-21,西药,3888.57
2019-03-15,西药,3271.9
2016-08-19,中成药,3478.36
2015-06-14,西药,3510.02
2017-12-15,西药,4343.3
2016-07-17,西药,2842.16
2016-01-08,中成药,2308.13
2017-03-17,中成药,1320.72
2017-11-06,西药,3562.46
2019-09-02,中成药,2370.92
2023-02-19,西药,1253.01
2021-05-25,中成药,4832.55
2020-05-23,西药,3788.1
2023-07-20,中成药,3186.46
2022-07-29,西药,4899.04
2022-02-28,西药,4788.61
2019-08-28,中成药,2087.82
2014-07-07,中成药,1284.75
2018-05-30,中成药,3059.73
2015-09-01,西药,3722.0
2021-11-03,西药,1390.44
2015-04-26,西药,3412.61
2023-03-26,中成药,3280.75
2023-05-20,西药,4125.16
2021-08-31,中成药,3648.93
2016-09-04,中成药,4993.39
2023-10-27,中成药,2513.39
2016-05-20,中成药,4310.15
2018-07-24,中成药,3481.9
2014-08-17,西药,2874.64
2020-01-14,西药,3218.93
2021-08-23,西药,3806.0
2015-05-03,中成药,1124.73
2021-12-11,中成药,2086.87
2014-02-01,西药,2427.01
2017-04-28,中成药,1464.56
2020-02-28,西药,2676.4
2022-04-05,西药,1934.76
2021-05-05,中成药,3175.15
2023-02-13,中成药,3289.14
2022-10-16,西药,2861.11
2020-04-01,中成药,1924.32
2015-12-29,中成药,1121.55
2017-08-19,西药,1209.42
2015-10-13,中成药,1126.34
2018-09-22,西药,3699.15
2017-07-23,中成药,2137.1
2023-05-29,西药,1331.66
2016-06-27,西药,4076.89
2017-05-19,西药,3172.1
2014-01-31,西药,2085.4
2018-03-30,中成药,1033.28
2023-11-17,西药,3446.62
2020-06-12,中成药,4281.01
2019-08-14,西药,1698.59
2014-11-13,西药,3128.45
2016-08-19,西药,2421.97
2020-07-03,西药,2776.73
2023-08-21,中成药,3150.77
2019-07-29,中成药,2297.32
2019-01-25,西药,3714.0
2018-01-10,中成药,2061.3
2017-11-28,中成药,1407.21
2015-06-01,中成药,1920.04
2018-04-23,西药,3665.85
2017-04-26,西药,2834.09
2020-09-13,中成药,2547.23
2018-08-06,西药,2531.2
2022-12-20,中成药,2336.42
2017-10-19,中成药,3186.31
2014-04-29,中成药,2123.09
2019-10-10,中成药,1166.32
2019-09-16,西药,1386.58
2014-07-23,西药,1043.35
2023-11-26,西药,3175.51
2020-05-23,中成药,3684.05
2020-11-19,西药,1485.21
2016-03-22,西药,4830.5
2016-03-08,西药,3313.55
2021-10-29,西药,2214.94
2016-02-16,西药,4536.83
2014-03-27,中成药,3710.26
2017-12-12,中成药,1828.3
2018-05-22,西药,4351.63
2022-10-22,中成药,4526.54
2020-12-29,中成药,4066.38
2018-12-28,西药,1617.97
2023-09-12,中成药,2731.07
2017-10-25,中成药,4842.51
2015-06-01,西药,1482.27
2022-08-19,中成药,2529.45
2015-04-17,中成药,3605.68
2015-11-24,西药,2300.76
2021-08-16,中成药,4345.51
2014-12-08,西药,3674.57
2018-04-13,中成药,3691.49
2016-02-13,中成药,4223.97
2015-03-25,中成药,2172.59
2023-12-25,西药,1311.98
2023-08-03,中成药,4324.98
2014-12-06,西药,4462.03
2015-11-21,西药,3371.8
2016-01-19,西药,2853.98
2015-02-05,中成药,3828.95
2015-01-09,西药,3174.21
2019-07-08,西药,2441.9
2023-05-07,中成药,1788.97
2022-12-26,西药,3307.74
2017-01-08,中成药,2120.15
2018-03-09,中成药,3414.55
2016-02-11,西药,2026.25
2014-10-23,中成药,1555.31
2022-12-30,中成药,3248.44
2019-01-19,西药,1076.62
2016-01-16,西药,2493.01
2022-09-14,中成药,3162.21
2023-01-29,中成药,2648.07
2018-04-18,西药,3951.67
2015-12-04,西药,2898.52
2015-04-27,中成药,1981.4
2018-04-18,中成药,3971.53
2015-06-20,中成药,2185.23
2020-11-11,中成药,3141.39
2020-12-03,西药,2107.02
2021-03-09,西药,2900.43
2022-01-27,中成药,4659.37
2018-09-20,中成药,4217.66
2018-07-02,中成药,2551.3
2015-08-31,中成药,3774.73
2022-12-08,西药,4340.98
2019-10-31,西药,2602.82
2020-05-17,西药,3195.64
2023-07-26,中成药,2717.79
2023-10-05,西药,4780.49
2023-10-31,中成药,1934.5
2015-01-24,中成药,1917.01
2016-06-14,中成药,1600.68
2022-10-29,中成药,4875.26
2021-08-29,中成药,2440.24
2022-06-03,西药,3160.87
2021-02-23,西药,2897.23
2014-02-07,中成药,3827.43
2014-09-04,中成药,2109.52
2018-07-21,西药,4006.99
2020-08-19,中成药,1716.38
2022-08-25,中成药,3894.14
2021-04-25,中成药,1365.3
2015-02-17,中成药,3149.58
2016-10-21,西药,1326.9
2019-10-27,西药,1248.15
2014-10-05,西药,2613.93
2021-01-27,中成药,1836.39
2016-03-17,中成药,3131.83
2023-08-10,中成药,1965.4
2018-04-12,中成药,3930.93
2021-12-04,中成药,4997.4
2022-08-30,中成药,4802.98
2021-05-19,中成药,1557.8
2021-06-03,西药,2237.88
2017-08-30,西药,2149.64
2020-05-30,中成药,4768.23
2021-05-04,西药,1909.04
2020-04-20,中成药,4637.01
2019-01-08,西药,1642.72
2019-07-15,中成药,2870.72
2017-02-02,中成药,3069.79
2016-05-22,中成药,2664.62
2019-09-20,西药,4249.9
2016-06-30,中成药,3460.05
2015-02-10,西药,4355.59
2015-03-11,中成药,4447.14
2021-04-22,中成药,2339.51
2016-02-11,中成药,3269.25
2021-04-18,西药,3041.84
2018-06-29,中成药,2805.18
2023-07-02,西药,2240.14
2019-05-29,西药,1935.25
2014-10-24,西药,2382.67
2020-12-30,西药,4460.28
2022-12-17,西药,1344.46
2020-07-16,中成药,1002.39
2020-01-05,中成药,1741.11
2018-10-29,中成药,1669.96
2021-05-27,西药,2773.76
2023-07-04,西药,1187.86
2018-07-04,西药,4509.4
2015-09-24,中成药,2241.45
2017-07-03,中成药,1307.45
2016-07-11,中成药,4772.3
2019-12-12,中成药,4281.95
2023-06-10,中成药,2966.95
2021-02-14,西药,3870.7
2018-09-04,中成药,4134.95
2015-08-17,中成药,3751.54
2020-06-15,西药,2283.42
2019-07-16,中成药,2644.76
2014-06-14,中成药,2678.4
2015-10-07,西药,1314.31
2022-04-15,西药,2576.76
2018-08-14,中成药,2058.54
2022-12-12,中成药,1301.65
2023-12-19,中成药,4033.54
2018-12-23,中成药,1375.11
2019-03-11,西药,1268.94
2016-05-21,西药,1044.13
2022-11-28,西药,4660.56
2022-12-27,西药,2424.78
2018-10-25,西药,2542.39
2016-03-14,西药,4201.43
2018-12-08,西药,1731.35
2020-03-05,中成药,1697.64
2016-02-19,中成药,4359.45
2015-09-23,中成药,2075.97
2018-08-26,中成药,4301.66
2014-01-15,西药,1185.8
2014-09-18,中成药,3376.52
2021-07-27,西药,2170.62
2014-03-07,西药,1888.43
2022-03-01,西药,4087.34
2014-09-06,西药,1310.94
2023-12-10,西药,1761.65
2017-03-14,中成药,2824.95
2019-01-07,中成药,3204.64
2022-04-26,中成药,2228.35
2022-09-29,西药,3970.54
2016-09-16,西药,4367.73
2020-10-22,中成药,3100.2
2023-04-01,中成药,1005.71
2020-02-02,西药,4196.63
2022-04-08,中成药,1507.21
2017-04-27,中成药,2156.98
2021-08-17,西药,1261.11
2018-12-04,西药,3210.65
2017-01-05,西药,1442.88
2020-06-11,中成药,4140.26
2016-02-29,西药,3186.79
2020-04-06,西药,2250.39
2021-11-15,西药,4194.22
2017-03-09,中成药,4284.79
2015-03-15,西药,3635.7
2020-07-22,中成药,2971.83
2023-11-02,西药,4688.89
2020-09-06,西药,2876.16
2020-03-08,西药,4586.3
2023-05-18,西药,1286.94
2022-09-13,中成药,4683.08
2022-10-27,中成药,3891.36
2017-10-16,西药,3718.48
2014-07-14,中成药,4002.46
2016-09-03,西药,3942.65
2016-07-13,西药,3583.24
2018-03-08,西药,4874.15
2014-06-07,西药,3783.9
2016-09-29,中成药,2087.8
2021-10-23,西药,2062.74
2014-07-26,西药,3293.75
2016-02-23,西药,1382.14
2015-03-24,中成药,3672.34
2018-08-19,西药,2038.31
2015-11-22,西药,2564.33
2014-10-30,西药,2843.12
2014-01-08,西药,1733.62
2016-01-21,中成药,3076.33
2016-02-22,中成药,4290.46
2018-03-05,西药,2057.11
2019-05-31,中成药,4898.76
2014-06-04,西药,2083.33
2016-01-12,西药,1023.03
2015-09-19,西药,1500.74
2022-02-07,西药,3343.23
2021-12-15,中成药,1666.15
2023-10-17,中成药,4849.46
2021-08-16,西药,4897.76
2017-06-12,西药,2907.37
2022-07-24,西药,1072.32
2022-11-25,西药,1320.25
2015-04-09,中成药,2074.71
2016-11-30,中成药,4527.71
2014-12-18,中成药,2346.42
2016-08-31,西药,1589.81
2019-01-12,中成药,3433.28
2019-04-06,中成药,2902.38
2020-03-27,中成药,2834.07
2014-03-29,西药,1697.47
2015-07-10,西药,1897.76
2018-11-29,西药,4049.79
2016-08-10,中成药,3982.94
2020-04-20,西药,2480.93
2014-11-15,西药,1969.88
2014-05-05,中成药,4854.48
2017-04-18,中成药,2458.37
2020-04-05,西药,4032.16
2014-12-15,中成药,2154.52
2016-03-22,中成药,3249.19
2023-01-17,中成药,1516.26
2014-11-03,中成药,3511.6
2016-06-13,西药,3073.63
2017-01-19,中成药,2188.95
2016-06-07,西药,2750.41
2023-07-26,西药,2882.82
2014-02-05,中成药,4088.98
2021-08-22,西药,2449.17
2015-08-13,中成药,4044.11
2020-02-22,西药,2419.33
2014-01-25,中成药,3186.84
2015-02-20,中成药,1898.42
2016-08-03,西药,2605.98
2016-10-02,中成药,1134.45
2018-02-06,中成药,1526.86
2018-04-07,中成药,1797.08
2016-09-26,中成药,1228.22
2017-07-07,西药,2124.02
2016-08-09,中成药,4043.96
2016-11-10,西药,2521.68
2019-11-02,西药,2549.1
2019-02-23,西药,4323.8
2019-09-27,西药,4491.44
2017-07-30,中成药,1987.3
2018-01-18,西药,4446.76
2015-06-29,西药,1926.69
2020-11-28,中成药,2959.14
2022-12-06,西药,1747.63
2022-03-23,中成药,3073.46
2015-06-26,西药,4516.47
2016-02-19,西药,4600.09
2017-11-27,西药,4672.96
2019-08-23,中成药,2173.41
2021-11-19,中成药,2751.06
2022-06-05,中成药,1749.39
2020-06-23,中成药,1481.45
2015-04-18,中成药,1825.69
2017-11-12,西药,1888.3
2014-12-16,中成药,1617.45
2018-02-10,西药,3499.5
2017-05-29,西药,2501.32
2021-05-26,西药,4582.22
2023-01-05,西药,1346.48
2018-07-23,中成药,1561.3
2018-12-25,中成药,2165.84
2014-11-04,西药,4683.49
2020-04-18,中成药,2621.3
2014-07-03,西药,4621.4
2014-03-13,西药,2203.51
2021-06-19,中成药,1854.17
2015-08-26,中成药,2954.57
2020-08-06,中成药,4552.77
2015-07-31,中成药,3789.89
2022-02-11,西药,3693.68
2017-09-29,西药,4140.76
2019-11-27,西药,4500.53
2023-01-02,中成药,4680.15
2023-09-08,中成药,3014.77
2017-05-30,中成药,2143.13
2016-10-03,中成药,4625.75
2017-07-31,西药,1407.57
2023-05-10,中成药,3046.1
2021-01-29,西药,3261.66
2015-07-01,西药,3050.75
2018-05-14,中成药,4314.22
2014-04-21,中成药,3630.45
2014-04-03,中成药,2031.77
2020-10-03,西药,2406.6
2016-07-30,中成药,3545.17
2018-12-19,中成药,1002.61
2023-06-13,中成药,1918.87
2023-12-01,中成药,1479.04
2021-07-05,西药,4949.47
2020-12-11,西药,1341.61
2023-09-07,西药,1297.71
2019-07-29,西药,3705.93
2018-08-16,西药,1750.89
2019-10-07,中成药,1421.93
2016-03-13,西药,3076.24
2014-10-24,中成药,1727.52
2022-12-28,西药,3240.46
2023-12-10,中成药,2025.17
2021-10-30,西药,1575.47
2015-05-30,中成药,2276.4
2014-05-16,西药,4240.45
2019-05-17,西药,1103.08
2018-05-01,中成药,2204.18
2022-03-27,西药,4013.9
2014-09-27,中成药,2802.18
2021-06-14,西药,4813.23
2020-11-14,中成药,3238.98
2022-08-20,西药,2469.36
2014-12-13,中成药,3030.44
2017-03-16,西药,1284.03
2021-12-08,西药,4909.75
2022-07-07,中成药,2493.41
2017-03-01,中成药,3029.65
2022-01-20,西药,4982.58
2022-01-18,中成药,2792.34
2017-03-30,西药,3916.69
2022-02-02,西药,1658.26
2018-09-24,西药,1669.43
2021-04-02,中成药,2870.88
2021-10-02,西药,3315.03
2023-12-02,西药,1188.24
2014-03-16,中成药,1205.92
2022-12-15,西药,4219.87
2021-08-26,西药,3564.34
2019-09-13,中成药,3195.49
2016-06-01,西药,2298.7
2014-06-12,西药,3951.59
2022-04-08,西药,4466.38
2021-06-23,中成药,4200.55
2019-06-24,中成药,3287.98
2014-08-21,西药,2499.48
2021-05-03,西药,2993.33
2015-08-22,西药,4875.51
2019-10-06,西药,1228.11
2023-12-14,西药,2419.98
2023-04-16,中成药,3916.96
2019-08-28,西药,1871.57
2021-02-10,西药,4191.99
2023-05-14,西药,1667.8
2014-06-28,中成药,1106.05
2017-06-19,西药,4313.88
2018-09-07,中成药,4057.41
2020-06-22,中成药,3969.17
2019-06-25,西药,1615.6
2016-04-03,中成药,1510.85
2021-12-02,西药,4638.26
2023-07-06,中成药,1546.01
2016-10-06,西药,3655.16
2022-06-09,中成药,1995.91
2023-07-14,中成药,4814.81
2020-10-14,西药,3538.98
2015-02-27,西药,2658.5
2018-10-22,中成药,2341.12
2019-08-18,西药,3001.11
2017-04-30,中成药,3411.77
2020-02-22,中成药,1100.8
2016-08-30,西药,3069.08
2016-02-04,西药,3156.65
2014-06-12,中成药,4819.46
2017-07-09,中成药,2620.41
2021-04-23,中成药,4638.38
2021-05-21,西药,2488.17
2017-02-27,中成药,1348.37
2018-03-24,中成药,2632.61
2023-06-08,中成药,2842.33
2021-06-27,西药,2438.7
2018-11-14,西药,2951.34
2020-02-06,西药,1238.47
2018-12-11,中成药,3285.04
2018-06-30,西药,4530.24
2021-01-12,中成药,3412.85
2023-02-11,中成药,2004.77
2021-03-23,西药,2330.92
2017-06-17,中成药,1842.82
2022-06-07,西药,4344.32
2019-03-23,西药,3310.53
2021-06-05,西药,3306.18
2014-03-21,中成药,1950.55
2017-05-11,中成药,3230.84
2015-09-11,西药,2892.84
2016-11-07,中成药,2855.73
2016-10-27,中成药,1249.09
2015-03-17,西药,3687.57
2018-07-12,西药,1274.85
2014-05-19,中成药,4193.18
2014-11-30,中成药,1983.83
2014-03-08,西药,2350.46
2020-04-28,西药,4434.79
2019-09-21,西药,2222.98
2014-07-24,中成药,4621.53
2016-07-05,中成药,3329.69
2022-01-03,西药,3024.18
2018-07-22,西药,3072.03
2016-10-26,中成药,3603.89
2022-07-09,中成药,1761.53
2022-07-17,西药,4575.89
2022-07-26,中成药,3478.33
2017-10-14,中成药,1537.1
2023-05-15,中成药,1484.62
2017-06-22,西药,1571.4
2022-09-21,西药,2353.47
2017-01-12,西药,2219.0
2018-03-03,西药,3818.22
2016-04-03,西药,4304.27
2016-01-12,中成药,3177.96
2017-03-13,西药,2535.36
2014-06-27,中成药,1282.27
2018-01-11,西药,3857.7
2020-05-01,西药,3730.16
2021-06-09,西药,1256.38
2015-01-29,中成药,3333.57
2022-01-25,中成药,2969.47
2014-07-04,西药,1277.45
2019-01-21,西药,1937.7
2017-06-28,中成药,2628.43
2018-09-17,中成药,2367.62
2022-07-15,西药,4372.58
2014-12-25,西药,4860.11
2023-06-21,中成药,2517.46
2018-10-01,西药,1678.91
2017-11-26,西药,1961.6
2014-03-13,中成药,2988.99
2020-09-14,西药,2191.91
2019-07-26,中成药,4462.25
2016-07-18,中成药,4367.99
2018-06-12,西药,2647.83
2019-02-05,西药,1742.93
2019-12-12,西药,4305.36
2019-02-13,中成药,4015.47
2020-07-06,西药,4112.19
2018-08-05,西药,1307.89
2014-09-18,西药,2523.56
2019-07-09,中成药,3685.08
2015-01-21,西药,4385.81
2023-03-10,西药,1928.31
2022-07-25,中成药,2601.32
2020-04-29,中成药,4428.92
2015-06-13,西药,2607.72
2015-04-21,西药,3660.15
